eng,dua
"A physical , or fleshly - minded , person is often excessively concerned about prestige and material pursuits or about defending what he feels are his rights .","Nje ye mweńa buka me ̱ se ̱ ońola mot 'eyobo , to ̱ so ̱ moto nu be ̱ n mo ̱ nge ̱ le ̱ m 'eyobo , ye nde busa la dina na wasa la bema , to ̱ so ̱ lingea la bwam a be ̱ nno ̱ ."
What hope did the patriarch Job express ?,Njika dipita mot 'a kwaṅ ńa jemea Hiob a pase ̱ le ̱ no ̱ e ?
The righteous man Lot was tormented by all the wrongdoing that surrounded him and his family .,Nute ̱ m na sim Lot a ta a takisabe ̱ na beboledi ba bobe be ̱ se ̱ bena be ta be dinge ̱ le ̱ mo ̱ na mbia mao .
"Growing up , she struggled with loneliness and a feeling of emptiness .","O bokoka bao , a taki na be ̱ la muso ̱ lo ̱ ki na besengedi b 'ewolo ."
"So to strengthen ourselves , we got together whenever we could to study the Bible , sing spiritual songs , and pray .","O bwam ba jembe ̱ biso ̱ me ̱ ne ̱ , di ta di ko ̱ to ̱ me ̱ mwemba ponda te ̱ di kusino ̱ epolo o bwam ba jokwa Bibe ̱ l , lo ̱ ngo ̱ myenge o sesa Loba , na o kane ̱ ."
"Are you willing to accept this challenge , even giving up some of what is commonly viewed as free time ?",O le ̱ le ̱ m o tombise ̱ moto jokwa la Bibe ̱ l to ̱ e be ̱ nde ná nika e mabaise ̱ ná o bolane ̱ ponda o te ̱ se ̱ no ̱ ońola mambo mape ̱ pe ̱ e ?
"In our case , if we have accomplished something worthwhile , could it be that Jehovah is ' leaving us alone to put us to the test , ' allowing what is in our heart to surface ?","O mudi masu , di boli te ̱ lambo le mweńa , ye ná e be ̱ ná Yehova a ' m 'ese ̱ le ̱ biso ̱ o keka biso ̱ , ' ná nje ye biso ̱ o mulema e buse e ?"
"Have you ever watched a film in which , from your vantage point in the audience , you can clearly see that someone is being deceived and manipulated ?",O májombwa sinima po ̱ we ̱ ni weno ̱ je ̱ ne ̱ ná bwē ne ̱ ni beno ̱ lemse ̱ moto nde a si bie e ?
"In some cases , you may choose to assign them to work with a younger companion who can provide physical support .",O ngedi iwo ̱ we ná o bola ná ba be ̱ mwemba n 'eso ̱ mbe ̱ ye ná e sue ̱ le ̱ babo ̱ .
"During his talk with his apostles , Jesus repeatedly assured them that their prayers would be answered . - John 14 : 13 ; 15 : 7 , 16 ; 16 : 23 .","O ponda ekwal 'ao na bamuloloma bao , Yesu a boli babo ̱ mbaki ngedi jita ná mika mabu mi me ̱ nde ̱ sengabe ̱ . - Yohane 14 : 13 ; 15 : 7 , 16 ; 16 : 23 ."
"Keep in mind , though , that Satan 's propaganda is not always subtle .",O ̱ nge ̱ le ̱ ná camane ̱ la mo ̱ nge ̱ le ̱ la Satan di titi ponda ye ̱ se ̱ o mbad 'a misomba .
"After the convention , a newly appointed branch overseer organized the work , and zealous Witnesses went ahead with renewed strength and with Jehovah 's blessing .","Ombusa di jako ̱ to ̱ ne ̱ , munasango nu te ̱ se ̱ be ̱ peńa o mulopo m 'ebolo a te ̱ se ̱ ebolo , na Mboṅ a Yehova ya ko ̱ di yalane ̱ ebolo oboso na ngińa , ba kusa pe ̱ minam ma Yehova ."
"On his heavy - laden bicycle , he carried blankets , clothing , food , and a large number of books .","Ombusa medi mao a ta a londe ̱ sango kana elangiti , mbo ̱ ti , da , na jita la kalati ."
"In response , some doctors followed her everywhere in the hospital with a syringe , trying to inject her and induce a premature birth .","Ońola nika , mado ̱ kita mō ̱ ma kumo o bupe ̱ mo ̱ o do ̱ kita le ̱ se ̱ na ndo ̱ ndo ̱ ki , o bola ná a ye oboso ba ponda ."
"So , what could he do ?","Ońola nika , nje so ̱ a wusano ̱ bola e ?"
Why should we become familiar with the songs in our new songbook ?,Ońola nje e mapulano ̱ ná di ko ̱ lo ̱ ngo ̱ ne ̱ myenge ma kalat 'asu ńa myenge e ?
"When it came time for the Son of God to have his life transferred to the womb of Mary , Jehovah sent an angel to speak to her .","Ponda e po ̱ ino ̱ ná longe ̱ la Mun 'a Loba di tombabe ̱ le ̱ o esal 'a Maria , Yehova a lom ange ̱ l o kwalisane ̱ mo ̱ ."
"Joseph , a faithful servant of Jehovah , experienced injustice , not only at the hands of outsiders but also , more painfully , at the hands of his fleshly brothers .","Si te ̱ me ̱ la sim di kweledi Yose ̱ f muboled 'a Yehova ńa jemea , seto ̱ buka te ̱ o mā ma be ̱ n ba bato , nde bwambwam o mā ma bonasango 'ao b 'eyobo ."
"His merits notwithstanding , Rehoboam failed to gain God 's favor .","To ̱ na nje ye ̱ se ̱ a bolino ̱ , Rehabeam a subi o do ̱ lisane ̱ Loba ."
"Although Jehovah had allowed an injustice to occur , this ultimately resulted in "" the defending and legally establishing of the good news . ""","To ̱ ná Yehova ese ̱ le ̱ no ̱ ná di si te ̱ me ̱ la sim di tombe , nika e timbi nde bo ̱ na "" lingea na jembe ̱ la myango ma bwam . "" ( Fil ."
"Although in her late 70 ' s , she did not feel that baptism was unnecessary for her .","To ̱ ná a tano ̱ a mábe ̱ ne ̱ lambo ka 80 ma mbu , e ̱ n ná ye mweńa ná a dubisabe ̱ ."
"You Can Remain Modest Under Test , Jan .","We ná o tika be ̱ ne ̱ sibise ̱ la ńolo owas 'a makekisan , Dimo ̱ ."
This prophecy will be fulfilled through Jesus as God 's Messianic King .,"Y 'edinge ̱ e me ̱ nde ̱ nde londa tongwea na Yesu ńena ńe Mesia , Kiṅe ̱ Loba a te ̱ se ̱ no ̱ ."
"Of course , a youth who is baptized has made a solemn dedication to Jehovah .","Ye mbale ̱ ná eso ̱ mbe ̱ e dubisabe ̱ , e bake ̱ mo ̱ me ̱ ne ̱ na Yehova ."
Do you at times find it hard to maintain your joy in Jehovah 's service ?,Ye wa ndutu ponda iwo ̱ o be ̱ muńe ̱ nge ̱ o ebol 'a Yehova e ?
Jehovah also lovingly provided for them materially .,Yehova ombwedi pe ̱ babo ̱ o mbad 'eyobo .
"These could well be described as "" old , "" in that we have known and appreciated them from the beginning of our Christian course .","Yi mbale ̱ ye ná i belabe ̱ ná "" y 'edun , "" kana jokono ̱ o bia na to ̱ ndo ̱ mo ̱ botea o bebotedi ba longe ̱ lasu la Kriste ̱ n ."
"A true friend shows love at all times , and is a brother who is born for times of distress .","Diko ̱ m la mbale ̱ di malee ̱ le ̱ ndolo ponda te ̱ , di maso ̱ be ̱ pe ̱ o ndutu ka munasango ."
""" Those whom Jehovah loves he disciplines . "" - HEB .",""" Sango a mako ̱ kise ̱ nu ńena a to ̱ ndino ̱ . "" - BON ."
"For some two years , Jesus had taught , encouraged , and led them .","( Bebolo 1 : 9 , 10 ) Yesu okwe ̱ le ̱ babo ̱ , embe ̱ babo ̱ , na die ̱ le ̱ pe ̱ babo ̱ lambo ka mbu miba ."
Jesus was teaching Martha a valuable lesson .,( Lukas 10 : 38 - 42 ) Yesu a ta nde okwe ̱ le ̱ Marta belēdi ba mweńa .
Elders can help by obtaining literature in the language of the refugees and by helping them contact brothers who speak their language .,"( Mat . 4 : 4 ) Batudu be ná bongwane ̱ o kusea babo ̱ kalati o eyem 'abu ya bwambo , na bola pe ̱ ná ba be ̱ mulatako na bane ̱ bonasango ba mato ̱ pe ̱ eyem 'abu ."
"Thus , the grapes fittingly illustrate the Kingdom fruitage that is produced by Christ 's followers .","( Yohane 15 : 5 ) O mun munia , beńe ̱ nge ̱ ń be so ̱ nde edinge ̱ ding 'a bepuma bokwedi ba Yesu ba mayano ̱ ."
( a ) What announcement was made at the 2016 annual meeting ?,( a ) Njika bobia bo bolabe ̱ o ndongame ̱ n a mbu ńa bebokedi o 2016 e ?
( b ) What can help young Christians to resist pressures to engage in wrong conduct ?,( b ) Nje ye ná yongwane ̱ babo ̱ o lembe ̱ mo ̱ e ?
"To prevent jealousy from taking root in our heart , we must strive to see things from God 's standpoint , viewing our brothers and sisters as members of the same Christian body .","13 : 4 ) Ná eko ̱ n e si ya biso ̱ myanga o mulema , jangame ̱ n je ̱ ne ̱ mambo kapo ̱ ka Yehova , je ̱ ne ̱ bonasango na bonańango asu ka belongi ba mulemlem ma ńolo po ̱ , ńe nde mwemba ma Kriste ̱ n ."
18 : 25 ; Deut .,18 : 25 ; Ndim .
"There will be no stay of execution , and there will be no lingering doubts about the justice of the sentence .","32 : 4 ) Ńamsabe ̱ lao di si me ̱ nde ̱ timbisabe ̱ ombusa , te ̱ me ̱ la sim la mbako ni bakwabe ̱ le ̱ mo ̱ di si me ̱ nde ̱ pe ̱ to ̱ sabe ̱ na to ̱ moto ."
"Yes , we all need patience .","5 : 7 ) E , biso ̱ be ̱ se ̱ jangame ̱ n be ̱ we ̱ lisane ̱ ."
"7 , 8 . ( a ) What do the two mountains represent ?","7 , 8 . ( a ) Mi midongo mibane ̱ me nde eyemban a nje e ?"
"He had served for over 50 years as a prophet , and then he "" became ill with the sickness from which he eventually died . ""","A boledi ka muto ̱ ped 'a mudī buka 50 ma mbu , na mo ̱ "" a boa diboa lena jalan mo ̱ o kwedi . """
He had been sentenced to 25 years of hard labor .,A kusi mbako a 25 ma mbu ma ebol 'a ntū .
"That night , with tears in his eyes , he wrapped his arms around us .","A sokane ̱ biso ̱ bwanga bo bulu , na miso ̱ di o miso ̱ ."
"We even regularly received smuggled copies of The Watchtower , which we copied by hand to use in our studies .",Ba ta ba lomea biso ̱ o diwuta Njongo a Betatedi yena di tano ̱ di tombe ̱ le ̱ na dia o jokwa .
It came from reliance on Jehovah .,Ba ta nde ba lakisane ̱ Yehova .
Many in that student 's family eventually accepted the truth .,Bato jita o mbia mao ba kasi mbale ̱ .
"Blossom 's parents , mentioned in the first paragraph , were understandably concerned whether their daughter was old enough to grasp the significance and seriousness of baptism .",Bayedi ba Blosom di kwaledino ̱ o dongo laboso ba ta ba baise ̱ na babo ̱ me ̱ ne ̱ nga mun 'abu ńa muto ā moto nu dongame ̱ n o so ̱ ṅtane ̱ beteledi na bodilo ba nje ye dubise ̱ .
The parents may fear that their child will not be able to care for them when they are old .,Bayedi be ná ba bwa bo ̱ ngo ̱ ná bana babu ba si me ̱ nde ̱ bongwa babo ̱ o bodun babu .
With my wife in the ministry,Biso ̱ na munj 'am o dikalo
Having such goals will help all of us as Jehovah 's servants to deepen our spirituality . - Eccl .,Bupe ̱ la mambo ma mudī di mongwane ̱ biso ̱ baboledi ba Yehova be ̱ se ̱ o ńaka na bama o mbad 'a mudī . - Mul .
Paul 's words to the Philippians show us that the antidote to worry is prayer .,Byala bena Paulo a langwedino ̱ bato ba Filipi be malee ̱ biso ̱ ná bwanga ba mutaka bwe nde muka .
The quality of kindness will be considered in a future article in this series on the fruitage of God 's holy spirit .,Di me ̱ nde ̱ to ̱ pea ede ̱ mo a muyao o mulopo m 'ekwali mupe ̱ pe ̱ ma bede ̱ mo ba mudī - musangi ma Loba . [ Duta o dipapa 9 ]
This article reviews vital provisions that we can use to receive true comfort now and in the future .,Din jokwa di mapo ̱ ngo ̱ ndimbisedi ńa mambo ma mweńa jeno ̱ ná di bolane ̱ o kusa lo ̱ ko ̱ mea la mbale ̱ tatan na o kie ̱ le ni maye ̱ .
"By focusing on spiritual things , we gain peace with God and with ourselves now and the prospect of everlasting life in the future .","E makwala ná : "" Ebanja jo ̱ nge ̱ le ̱ l 'eyobo di malena nde kwedi , nde jo ̱ nge ̱ le ̱ la mudī longe ̱ na musango . """
We need to take time to isolate portions of the verse - perhaps rereading key words - and explain their meaning .,"E me ̱ nde ̱ pula ná di no ̱ nge ponda o busise ̱ milo ̱ ṅ ma byala mō ̱ , o langa pe ̱ te ̱ mom ma byala pondapo ̱ , na o tele ̱ ye ̱ janda la be byala ."
He can use any part of it to disseminate his lies .,E ná a bolane ̱ to ̱ njik 'epas 'a wase ná a camane ̱ mpoṅ mao .
"It is only sensible to conclude that because we appreciate God 's Word , we will want to derive full benefit from it .","E te ̱ nge ̱ n o kwala ná , kana di to ̱ ndino ̱ Eyal 'a Loba , di me ̱ nde ̱ pula tombwane ̱ mo ̱ esibe ̱ suba to ̱ lambo oten ."
Asher can be rendered in a number of ways .,Eyal 'a Asher ye ná e be ̱ ne ̱ beteledi jita .
Consider the experience of a brother named Peter . In 1970 he was 19 years old and had recently begun serving at Bethel in Britain .,"Jombweye te ̱ nje munasango mō ̱ nu belabe ̱ ná Petro a kusino ̱ o mbu má 1970 , ke ̱ e 19 la mbu , na ke ̱ e o botea bolea o Bete ̱ l a Inglisi ."
"As the Bible foretold , Jehovah is gathering "" a great crowd . . . out of all nations and tribes and peoples and tongues . ""","Ka nje te ̱ Bibe ̱ l e bīse ̱ no ̱ oboso ba ponda , Yehova e o ko ̱ te ̱ le ̱ "" dimuti dinde ̱ ne ̱ , . . . bato ba bekombo be ̱ se ̱ na mbia me ̱ se ̱ na matumba me ̱ se ̱ na leme ̱ le ̱ se ̱ . """
Suppose that it even seems disappointing .,Ka ńena moto a bo ̱ lo ̱ ne ̱ na ńo ̱ ngi .
"Proverbs 19 : 18 states : "" Discipline your son while there is hope , and do not become responsible for his death . """,Kalat 'a Minia 19 : 18 e makwala ná bayedi bena ba si mako ̱ kise ̱ bana babu be ná ba bambe ̱ pú abu ńa maya .
King David was given faulty information about Saul 's grandson Mephibosheth .,Kiṅe ̱ David a ta a langwabe ̱ mpoṅ jombwea Mefiboset muladi ma Saul .
"They are designed to help you reflect on what you believe , why you believe it , and how you can explain your beliefs to others .","Ma po ̱ ngo ̱ be ̱ nde o bwam ba jongwane ̱ wa dutea o mambo o dube ̱ no ̱ , ońola nje o dube ̱ no ̱ mo ̱ , na ne ̱ ni weno ̱ ná o teleye ̱ bape ̱ pe ̱ dube ̱ lo ̱ ngo ̱ ."
"This involved visiting Bethel families and missionaries worldwide , giving spiritual encouragement , and checking branch office records .","Man malo ̱ ndo ̱ ma ta nde o pe ̱ pe ̱ le ̱ mbia ma Bete ̱ l na bamuloloma o wase ńe ̱ se ̱ , bola mo ̱ mome ̱ le ̱ ma mudī , na jombwea pe ̱ mapapa ma Bete ̱ l ."
"Does our dress and grooming show respect for Jehovah and others , or does it show a lack of modesty ?","Mo ̱ bebo ̱ tedi na po ̱ ngo ̱ lasu la mulopo ba malee ̱ le ̱ edube ońola Yehova na bane ̱ e , nga ba malee ̱ le ̱ nde ka ni titi ko ̱ nji e ?"
Do we have everything we need to make wise decisions that please Jehovah ?,Mo ̱ di be ̱ n nje ye ̱ se ̱ e mapule ̱ biso ̱ o no ̱ ngo ̱ bedomsedi ba bwam be do ̱ lisane ̱ Yehova e ?
The other mountain represents the Messianic Kingdom in the hands of Jesus .,Mune ̱ mudongo mwe nde eyemban a Janea la Mesia le o dia la Yesu . ( Dan .
"One of them , an army officer named Sadiq Masih , helped George and me to translate some Bible literature into Urdu , the national language of Pakistan .","Mō ̱ ńabu , Sadiq Masih , nu ta nde sonj 'a bila , a ta ongwane ̱ biso ̱ na George o tukwa kalat 'asu iwo ̱ na bwambo ba Urdu , bwambo baboso ba Pakistan ."
"I did so again in 1955 at a convention in Yankee Stadium , New York City .",Na londe ̱ pe ̱ te ̱ dipe ̱ pe ̱ o mbu má 1955 o jako ̱ to ̱ ne ̱ la Yal 'a Bo ̱ l ńa Yanke o Ńu Yo ̱ rk .
"Clearly , he was the victim of injustice .",Na mbale ̱ si te ̱ me ̱ la sim di ta di kwelea mo ̱ .
"I wanted to tell them about Jehovah , so after a while I made plans to learn their language .","Na ta na pula langwea babo ̱ nja ńe Yehova , na mba na te ̱ se ̱ mwano ma jokwa eyem 'abu ."
"I felt even more proud of being one of Jehovah 's people , and I thank him for this wonderful privilege . ""","Na timbi bata londa na kumba o be ̱ mō ̱ ńa tumba la Yehova , na timbise ̱ le ̱ pe ̱ mo ̱ jita la masoma ońola yen edube ende ̱ ne ̱ . """
I was born in Ukraine in 1933 in the village of Zolotniki .,Na yabe ̱ nde o Ukre ̱ n o mbu ma 1933 o son a mundi ya Solotniki .
"Thus , Christians reject abortion as a means of birth control .",Nde Kriste ̱ n i mabanga kwese ̱ la meme ̱ ka mbadi po ̱ ńa jeka yadi .
He also shows keen interest in each individual .,Nde a mombwea pe ̱ mō ̱ ńasu te ̱ tobotobo .
No date or length of time was given . Daniel was to come to his end in death and then rest .,"Nde a si ta a bia buńa , to ̱ ombusa ponda ininga nika e me ̱ nde ̱ no ̱ bolane ̱ ."
But her parents knew that such a move would not be in their children 's best spiritual interest .,Nde bayedi babu ba ta ba bia ná wala labu o mu mwemba di si me ̱ nde ̱ wanea bana babu tombwane ̱ la mweńa o mbad 'a mudī .
But the parent who truly loves his child will be firm when necessary .,Nde sango to ̱ ńango ńena nu to ̱ ndi mun 'ao na mbale ̱ a membame ̱ ke ̱ nika ńangame ̱ n .
How did Jehovah impress on the Israelites the sanctity of human life ?,Ne ̱ ni Yehova okwe ̱ le ̱ no ̱ Bonaisrael ná longe ̱ la moto le tiki e ?
How does accurate knowledge of Jehovah and of his standards help us in choosing good associates and wholesome entertainment ?,Ne ̱ ni be ̱ ne ̱ la so ̱ ṅtane ̱ di te ̱ nge ̱ n la Yehova na la bete ̱ sedi bao di mongwane ̱ no ̱ biso ̱ o po ̱ so ̱ mindenge ma bwam na longe ̱ le ̱ la ńolo le bosangi e ?
How can you cope with the pain that this brings ?,Ne ̱ ni weno ̱ ná o lembe ̱ ndutu nika e mawanano ̱ e ?
How can you share in the joy of making disciples even in a challenging territory ?,Ne ̱ ni weno ̱ ná o no ̱ ngo ̱ dongo o muńe ̱ nge ̱ ma timbise ̱ bato bokwedi to ̱ e be ̱ nde o mōnda dikalo leno ̱ ndutu e ?
How can you imitate Hezekiah as you serve God ?,Ne ̱ ni weno ̱ ná wembilane ̱ Hiskia ninka weno ̱ bolea Yehova e ?
There is also a need to show courage in the congregation .,Ngiń 'a mulema e mapula pe ̱ o mwemba .
"For one thing , Noah did not walk with God in that wicked pre - Flood world for a mere 70 or 80 years - the life span of many today .",Nik 'e si ta buka te ̱ 70 to ̱ 80 ma mbu - me nde mińa ma longe ̱ ma jita la bato we ̱ nge ̱ .
What does that mean ?,Nika e mapula nde kwala ná nje e ?
"Likewise , Jehovah will bless young ones who courageously work at setting spiritual goals and putting Kingdom interests first in their lives .",Nika pe ̱ nde Yehova a me ̱ nde ̱ no ̱ namse ̱ beso ̱ mbe ̱ be mawe ̱ na ngińa o bupe ̱ mambo ma mudī na se ̱ le ̱ pe ̱ pulise ̱ miam ma Janea .
"As we discuss these questions , we will also consider the lessons we can learn .",Niponda jeno ̱ o kwalea ońola mi myuedi di me ̱ nde ̱ pe ̱ jombwea belēdi jeno ̱ ná di busane ̱ oten .
How did Jehovah respond to the inactivity of his people ?,Nje Yehova a bolino ̱ jombwea jese ̱ le ̱ l 'ebol 'a tumba lao e ?
